structure,last phdos peak,sg_symbol,sg_number
"Full Formula (Nb1 Cu3 S4)
Reduced Formula: NbCu3S4
abc   :   5.530805   5.530805   5.530805
angles:  90.000000  90.000000  90.000000
Sites (8)
  #  SP            a          b          c    magmom
---  ----  ---------  ---------  ---------  --------
  0  Nb    -0         -0         -0                0
  1  Cu    -0         -0          0.5             -0
  2  Cu    -0          0.5       -0                0
  3  Cu     0.5       -0         -0               -0
  4  S      0.756013   0.756013   0.243987        -0
  5  S      0.756013   0.243987   0.756013        -0
  6  S      0.243987   0.756013   0.756013        -0
  7  S      0.243987   0.243987   0.243987        -0",435.58574446863264,P-43m,215
"Full Formula (Y2 Si2 O7)
Reduced Formula: Y2Si2O7
abc   :   4.788599   5.716508   5.716508
angles: 105.341424  97.179303  97.179303
Sites (11)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.778979  0.914233  0.616629
  1  O     0.221021  0.383371  0.085767
  2  O     0.221021  0.085767  0.383371
  3  O     0.778979  0.616629  0.914233
  4  O     0.5       0         0
  5  O     0.287167  0.619884  0.619884
  6  O     0.712833  0.380116  0.380116
  7  Si    0.411323  0.217339  0.217339
  8  Si    0.588677  0.782661  0.782661
  9  Y     0         0.307435  0.692565
 10  Y     0         0.692565  0.307435",1074.5856937308872,C2/m,12
"Full Formula (La2 N2)
Reduced Formula: LaN
abc   :   4.132865   4.132865   5.960067
angles:  90.000000  90.000000 119.999998
Sites (4)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  La    0.333333  0.666667  0.998741         0
  1  La    0.666667  0.333333  0.498741         0
  2  N     0.333333  0.666667  0.411259         0
  3  N     0.666667  0.333333  0.911259         0",501.58573922811433,P6_3mc,186
"Full Formula (La2 C2 N4 Cl2)
Reduced Formula: LaCN2Cl
abc   :   4.038459   5.363572   7.629753
angles: 100.341545  90.000000  90.000000
Sites (10)
  #  SP       a         b         c    magmom
---  ----  ----  --------  --------  --------
  0  La    0.75  0.177228  0.735918         0
  1  La    0.25  0.822772  0.264082         0
  2  C     0.75  0.346916  0.358249         0
  3  C     0.25  0.653084  0.641751         0
  4  N     0.25  0.431762  0.660771         0
  5  N     0.25  0.877391  0.618451         0
  6  N     0.75  0.122609  0.381549         0
  7  N     0.75  0.568238  0.339229         0
  8  Cl    0.75  0.745217  0.958007         0
  9  Cl    0.25  0.254783  0.041993         0",2145.585608691567,P2_1/m,11
"Full Formula (Cs2 Ag2 Cl4)
Reduced Formula: CsAgCl2
abc   :   5.135854   5.135854  10.005231
angles:  90.000000  90.000000  90.000000
Sites (8)
  #  SP       a     b         c    magmom
---  ----  ----  ----  --------  --------
  0  Cs    0.25  0.25  0.701133         0
  1  Cs    0.75  0.75  0.298867         0
  2  Ag    0.75  0.75  0.901444         0
  3  Ag    0.25  0.25  0.098556         0
  4  Cl    0.75  0.75  0.646744         0
  5  Cl    0.25  0.25  0.353256         0
  6  Cl    0.25  0.75  0                0
  7  Cl    0.75  0.25  0                0",223.58576130181282,P4/nmm,129
"Full Formula (V1 Fe1 Sb1)
Reduced Formula: VFeSb
abc   :   4.093627   4.093627   4.093627
angles:  60.000002  60.000002  60.000006
Sites (3)
  #  SP       a     b     c    magmom
---  ----  ----  ----  ----  --------
  0  V     0     0     0            0
  1  Fe    0.25  0.25  0.25         0
  2  Sb    0.5   0.5   0.5          0",329.58575288522275,F-43m,216
"Full Formula (Cs2 Li1 Y1 Cl6)
Reduced Formula: Cs2LiYCl6
abc   :   7.505704   7.505704   7.505704
angles:  60.000000  60.000000  59.999998
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75             0
  1  Cs    0.25      0.25      0.25             0
  2  Li    0.5       0.5       0.5              0
  3  Y     0         0         0                0
  4  Cl    0.250045  0.250045  0.749955         0
  5  Cl    0.749955  0.250045  0.749955         0
  6  Cl    0.749955  0.250045  0.250045         0
  7  Cl    0.749955  0.749955  0.250045         0
  8  Cl    0.250045  0.749955  0.250045         0
  9  Cl    0.250045  0.749955  0.749955         0",294.5857556642855,Fm-3m,225
"Full Formula (Sr2 C1 N2 Cl2)
Reduced Formula: Sr2C(NCl)2
abc   :   4.302810   5.313278   7.343123
angles:  97.142210  90.000000 113.885556
Sites (7)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Sr    0.68265   0.365301  0.271955         0
  1  Sr    0.31735   0.634699  0.728045         0
  2  C     0         0         0.5              0
  3  N     0.115377  0.230753  0.445896         0
  4  N     0.884623  0.769247  0.554104         0
  5  Cl    0.370022  0.740043  0.147545         0
  6  Cl    0.629978  0.259957  0.852455         0",2084.5856135350764,C2/m,12
"Full Formula (Ba6 Bi2 N2)
Reduced Formula: Ba3BiN
abc   :   7.780497   7.780497   6.803944
angles:  90.000000  90.000000 120.000000
Sites (10)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Ba    0.157285  0.842715  0.25         0
  1  Ba    0.842715  0.685429  0.75         0
  2  Ba    0.314571  0.157285  0.75         0
  3  Ba    0.842715  0.157285  0.75         0
  4  Ba    0.685429  0.842715  0.25         0
  5  Ba    0.157285  0.314571  0.25         0
  6  Bi    0.333333  0.666667  0.75         0
  7  Bi    0.666667  0.333333  0.25         0
  8  N     0         0         0            0
  9  N     0         0         0.5          0",430.5857448656418,P6_3/mmc,194
"Full Formula (Ba3 Cl6)
Reduced Formula: BaCl2
abc   :   8.182732   8.182732   4.716445
angles:  90.000000  90.000000 120.000000
Sites (9)
  #  SP           a         b    c    magmom
---  ----  --------  --------  ---  --------
  0  Ba    0         0         0.5         0
  1  Ba    0.666667  0.333333  0           0
  2  Ba    0.333333  0.666667  0           0
  3  Cl    0         0.257381  0           0
  4  Cl    0.59314   0         0.5         0
  5  Cl    0.406861  0.406861  0.5         0
  6  Cl    0.257381  0         0           0
  7  Cl    1         0.59314   0.5         0
  8  Cl    0.742619  0.742619  0           0",225.5857611430092,P-62m,189
"Full Formula (Sr4 Br8)
Reduced Formula: SrBr2
abc   :   4.801764   7.905894  11.526257
angles:  90.000000  90.000000  90.000000
Sites (12)
  #  SP       a         b         c    magmom
---  ----  ----  --------  --------  --------
  0  Sr    0.25  0.127151  0.831632         0
  1  Sr    0.75  0.872849  0.168368         0
  2  Sr    0.25  0.372849  0.331632         0
  3  Sr    0.75  0.627151  0.668368         0
  4  Br    0.75  0.624296  0.39124          0
  5  Br    0.25  0.375704  0.60876          0
  6  Br    0.25  0.632498  0.13023          0
  7  Br    0.25  0.124296  0.10876          0
  8  Br    0.25  0.867502  0.63023          0
  9  Br    0.75  0.367502  0.86977          0
 10  Br    0.75  0.875704  0.89124          0
 11  Br    0.75  0.132498  0.36977          0",133.58576844797415,Pnma,62
"Full Formula (Cs2 Ag1 Au1 Cl6)
Reduced Formula: Cs2AgAuCl6
abc   :   7.455563   7.455563   7.776037
angles: 118.645799 118.645800  89.999999
Sites (10)
  #  SP           a         b        c    magmom
---  ----  --------  --------  -------  --------
  0  Cs    0.25      0.75      0.5             0
  1  Cs    0.75      0.25      0.5             0
  2  Ag    0.5       0.5       0               0
  3  Au    0         0         0               0
  4  Cl    0.28992   0.28992   0.57984         0
  5  Cl    0.223883  0.776117  1               0
  6  Cl    0.776117  0.223883  0               0
  7  Cl    0.776117  0.776117  1               0
  8  Cl    0.71008   0.71008   0.42016         0
  9  Cl    0.223883  0.223883  0               0",322.5857534410353,I4/mmm,139
"Full Formula (Be24 P16)
Reduced Formula: Be3P2
abc   :   8.827356   8.827356   8.827356
angles: 109.471220 109.471220 109.471220
Sites (40)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Be    0.504718  0.248803  0.995815         0
  1  Be    0.752988  0.508903  0.504185         0
  2  Be    0.991097  0.744085  0.995282         0
  3  Be    0.747012  0.251197  0.755915         0
  4  Be    0.004718  0.008903  0.255915         0
  5  Be    0.504185  0.752988  0.508903         0
  6  Be    0.244085  0.252988  0.748803         0
  7  Be    0.491097  0.495815  0.247012         0
  8  Be    0.755915  0.747012  0.251197         0
  9  Be    0.751197  0.004185  0.495282         0
 10  Be    0.008903  0.255915  0.004718         0
 11  Be    0.004185  0.495282  0.751197         0
 12  Be    0.252988  0.748803  0.244085         0
 13  Be    0.248803  0.995815  0.504718         0
 14  Be    0.251197  0.755915  0.747012         0
 15  Be    0.748803  0.244085  0.252988         0
 16  Be    0.495282  0.751197  0.004185         0
 17  Be    0.744085  0.995282  0.991097         0
 18  Be    0.995282  0.991097  0.744085         0
 19  Be    0.995815  0.504718  0.248803         0
 20  Be    0.508903  0.504185  0.752988         0
 21  Be    0.495815  0.247012  0.491097         0
 22  Be    0.247012  0.491097  0.495815         0
 23  Be    0.255915  0.004718  0.008903         0
 24  P     0.244374  0.994374  0.25             0
 25  P     0.744374  0.494374  0.25             0
 26  P     0.494374  0.25      0.744374         0
 27  P     0.755626  0.005626  0.75             0
 28  P     0.25      0.744374  0.494374         0
 29  P     0.994374  0.25      0.244374         0
 30  P     0.25      0.244374  0.994374         0
 31  P     0.505626  0.75      0.255626         0
 32  P     0.75      0.755626  0.005626         0
 33  P     0.5       0.5       0.5              0
 34  P     0.005626  0.75      0.755626         0
 35  P     0         0         0.5              0
 36  P     0.75      0.255626  0.505626         0
 37  P     0.255626  0.505626  0.75             0
 38  P     0         0.5       0                0
 39  P     0.5       0         0                0",604.5857310497298,Ia-3,206
"Full Formula (Cs2 Au2 Se6)
Reduced Formula: CsAuSe3
abc   :   6.706241   7.790753   7.797863
angles:  80.848218  68.298718  64.493368
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.853008  0.294016  0.250004         0
  1  Cs    0.146992  0.705984  0.749996         0
  2  Au    0.423321  0.153432  0.749935         0
  3  Au    0.576679  0.846568  0.250065         0
  4  Se    0.8056    0.822017  0.442293         0
  5  Se    0.627512  0.1781    0.942209         0
  6  Se    0.1944    0.177983  0.557707         0
  7  Se    0.372488  0.8219    0.057791         0
  8  Se    0.192895  0.614276  0.249993         0
  9  Se    0.807105  0.385724  0.750007         0",234.5857604283931,C2/c,15
"Full Formula (Rb2 Sb4)
Reduced Formula: RbSb2
abc   :   4.238633   7.408355   8.724317
angles: 103.537721  90.000000 106.622885
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Rb    0.835291  0.670582  0.302227         0
  1  Rb    0.164709  0.329418  0.697773         0
  2  Sb    0.565289  0.130578  0.313643         0
  3  Sb    0.904767  0.809534  0.892495         0
  4  Sb    0.095233  0.190466  0.107505         0
  5  Sb    0.434711  0.869422  0.686357         0",168.5857656689114,C2/m,12
"Full Formula (Cd1 In2 Se4)
Reduced Formula: Cd(InSe2)2
abc   :   5.912075   5.912075   6.079460
angles:  90.000000  90.000000  90.000000
Sites (7)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cd    0         0         0                0
  1  In    0.5       0         0.5              0
  2  In    0         0.5       0.5              0
  3  Se    0.726931  0.273069  0.765523         0
  4  Se    0.273069  0.273069  0.234477         0
  5  Se    0.273069  0.726931  0.765523         0
  6  Se    0.726931  0.726931  0.234477         0",202.58576296925045,P-42m,111
"Full Formula (K4 Ga6)
Reduced Formula: K2Ga3
abc   :   6.214717   6.214717   8.675961
angles: 110.987076 110.987075  89.999994
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.390354  0.390354  0.780708         0
  1  K     0.25      0.75      0.5              0
  2  K     0.609646  0.609646  0.219292         0
  3  K     0.75      0.25      0.5              0
  4  Ga    0         0.294309  0                0
  5  Ga    0.139235  0.139235  0.278469         0
  6  Ga    0.294309  0         0                0
  7  Ga    1         0.705691  0                0
  8  Ga    0.860765  0.860765  0.72153          0
  9  Ga    0.705691  1         0                0",259.58575844334825,I4/mmm,139
"Full Formula (Li2 I2)
Reduced Formula: LiI
abc   :   4.245081   4.245081   6.978563
angles:  90.000000  90.000000 119.999999
Sites (4)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Li    0         0         0            0
  1  Li    0         0         0.5          0
  2  I     0.333333  0.666667  0.25         0
  3  I     0.666667  0.333333  0.75         0",247.5857593961698,P6_3/mmc,194
"Full Formula (Sr4 I8)
Reduced Formula: SrI2
abc   :   5.015496   8.500977  12.536233
angles:  90.000000  90.000000  90.000000
Sites (12)
  #  SP       a         b         c    magmom
---  ----  ----  --------  --------  --------
  0  Sr    0.25  0.131904  0.170175         0
  1  Sr    0.75  0.631904  0.329825         0
  2  Sr    0.25  0.368096  0.670175         0
  3  Sr    0.75  0.868096  0.829825         0
  4  I     0.25  0.376976  0.391847         0
  5  I     0.25  0.880563  0.377536         0
  6  I     0.75  0.380563  0.122464         0
  7  I     0.25  0.619437  0.877536         0
  8  I     0.25  0.123024  0.891847         0
  9  I     0.75  0.876976  0.108153         0
 10  I     0.75  0.119437  0.622464         0
 11  I     0.75  0.623024  0.608153         0",126.58576900378668,Pnma,62
"Full Formula (Ba3 I6)
Reduced Formula: BaI2
abc   :   9.278874   9.278874   5.255723
angles:  90.000000  90.000000 120.000001
Sites (9)
  #  SP           a         b    c    magmom
---  ----  --------  --------  ---  --------
  0  Ba    0         0         0.5         0
  1  Ba    0.666667  0.333333  0           0
  2  Ba    0.333333  0.666667  0           0
  3  I     0.591945  0         0.5         0
  4  I     0         0.256569  0           0
  5  I     0.256569  0         0           0
  6  I     0         0.591945  0.5         0
  7  I     0.408055  0.408055  0.5         0
  8  I     0.743431  0.743431  0           0",120.58576948019743,P-62m,189
"Full Formula (Cs1 Cd1 Cl3)
Reduced Formula: CsCdCl3
abc   :   5.329842   5.329842   5.329842
angles:  90.000000  90.000000  90.000000
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Cs    0    0    0           0
  1  Cd    0.5  0.5  0.5         0
  2  Cl    0    0.5  0.5         0
  3  Cl    0.5  0.5  0           0
  4  Cl    0.5  0    0.5         0",271.5857574905268,Pm-3m,221
